,Location,ad_id,ad_link,energy_label,lat,local_area_name,lon,property_type_description,size_from,type,byggear_cat,ownership_cat,"lat,lon"
138,"Ravnveien 11A, Nøtterøy",253855963,https://www.finn.no/realestate/homes/ad.html?finnkode=253855963,3,59.26037,,10.38939,Rekkehus,108.0,realestate,3,1,"59.26037,10.38939"
139,"Sverre Farstads vei 8C, Stavanger",256278061,https://www.finn.no/realestate/homes/ad.html?finnkode=256278061,3,58.953,Tjensvoll,5.6962,Leilighet,96.0,realestate,3,1,"58.953,5.6962"
140,"Båtstangveien 39, Sandefjord",256541710,https://www.finn.no/realestate/homes/ad.html?finnkode=256541710,3,59.09651,LOFTERØD - BÅTSTANGVEIEN,10.22287,Enebolig,238.0,realestate,3,1,"59.09651,10.22287"
141,"Bureisarvegen 63, Rørvik",247736491,https://www.finn.no/realestate/homes/ad.html?finnkode=247736491,3,64.8619,Rørvik,11.21717,Leilighet,64.0,realestate,3,1,"64.8619,11.21717"
142,"Torget 8, Stord",190678879,https://www.finn.no/realestate/homes/ad.html?finnkode=190678879,3,59.7817,,5.5003,Leilighet,73.0,realestate,3,2,"59.7817,5.5003"
143,"Vormavegen 25, Eidsvoll",252916003,https://www.finn.no/realestate/homes/ad.html?finnkode=252916003,4,60.3278,Eidsvoll,11.2605,Leilighet,98.0,realestate,3,1,"60.3278,11.2605"
144,"Åslandhellinga 211, Oslo",261337206,https://www.finn.no/realestate/homes/ad.html?finnkode=261337206,4,59.8234,BJØRNDAL,10.8426,Leilighet,67.0,realestate,3,1,"59.8234,10.8426"
145,"Grønnestølsbakken 20C, Bergen",261316873,https://www.finn.no/realestate/homes/ad.html?finnkode=261316873,4,60.3523,,5.33515,Leilighet,103.0,realestate,3,1,"60.3523,5.33515"
146,"Ørsnesalleen 31, Nøtterøy",261262412,https://www.finn.no/realestate/homes/ad.html?finnkode=261262412,4,59.25257,TEIE TORV,10.41847,Leilighet,69.0,realestate,3,1,"59.25257,10.41847"
147,"Gøteborggata 31C, Oslo",261012047,https://www.finn.no/realestate/homes/ad.html?finnkode=261012047,4,59.9262,Rodeløkka/Grünerløkka,10.7697,Leilighet,56.0,realestate,3,2,"59.9262,10.7697"
148,"Løytnantstien 16, Ski",261052847,https://www.finn.no/realestate/homes/ad.html?finnkode=261052847,4,59.7183,Ski,10.8278,Leilighet,72.0,realestate,3,1,"59.7183,10.8278"
149,"Malmveien 6B, Drammen",260899664,https://www.finn.no/realestate/homes/ad.html?finnkode=260899664,4,59.7207,Konnerud,10.1357,Enebolig,129.0,realestate,3,1,"59.7207,10.1357"
150,"Selmalund 15, Tromsdalen",260941234,https://www.finn.no/realestate/homes/ad.html?finnkode=260941234,4,69.62365,MIDTRE KALDSLETT,18.94577,Enebolig,162.0,realestate,3,1,"69.62365,18.94577"
151,"Tua 13, Ålesund",260936040,https://www.finn.no/realestate/homes/ad.html?finnkode=260936040,4,62.4603,Spjelkavika,6.3663,Enebolig,131.0,realestate,3,1,"62.4603,6.3663"
152,"Totenvegen 771, Skreia",260933974,https://www.finn.no/realestate/homes/ad.html?finnkode=260933974,4,60.6533,,10.9349,Leilighet,72.0,realestate,3,1,"60.6533,10.9349"
153,"Vesterøyveien 27H, Sandefjord",260923457,https://www.finn.no/realestate/homes/ad.html?finnkode=260923457,4,59.1232,Indre Havn / Framnes,10.236,Leilighet,123.0,realestate,3,1,"59.1232,10.236"
154,"Manesjen 8A, Jessheim",260802019,https://www.finn.no/realestate/homes/ad.html?finnkode=260802019,4,60.1458,Jessheim sentrum,11.166,Leilighet,63.0,realestate,3,1,"60.1458,11.166"
155,"Herkulesvegen 81E, Hvam",260881210,https://www.finn.no/realestate/homes/ad.html?finnkode=260881210,4,60.12447,# NESKOLLEN,11.33543,Leilighet,34.0,realestate,3,1,"60.12447,11.33543"
156,"Ørsnesalleen 31, Nøtterøy",260807718,https://www.finn.no/realestate/homes/ad.html?finnkode=260807718,4,59.25257,Teie,10.41847,Leilighet,75.0,realestate,3,1,"59.25257,10.41847"
157,"Parkveien 88, Bodø",259128099,https://www.finn.no/realestate/homes/ad.html?finnkode=259128099,4,67.2817,Sentrum/Midtbyen,14.3958,Leilighet,83.0,realestate,3,2,"67.2817,14.3958"
158,"Vikengata 4, Oslo",260778037,https://www.finn.no/realestate/homes/ad.html?finnkode=260778037,4,59.9074,Gamlebyen,10.7771,Leilighet,83.0,realestate,3,2,"59.9074,10.7771"
160,"Skaudalen 19, Sarpsborg",260656268,https://www.finn.no/realestate/homes/ad.html?finnkode=260656268,4,59.31556,#SKAUDALEN,11.12693,Enebolig,116.0,realestate,3,1,"59.31556,11.12693"
161,"Slettmobakken 37, Hansnes",260650412,https://www.finn.no/realestate/homes/ad.html?finnkode=260650412,4,69.96436,,19.61885,Enebolig,126.0,realestate,3,1,"69.96436,19.61885"
162,"Buholen 8, Rælingen",260546707,https://www.finn.no/realestate/homes/ad.html?finnkode=260546707,4,59.94648,Rælingen,11.02938,Leilighet,79.0,realestate,3,2,"59.94648,11.02938"
163,"Florenveien 17, Larvik",260044597,https://www.finn.no/realestate/homes/ad.html?finnkode=260044597,4,59.03468,Tveteneåsen,9.99462,Rekkehus,137.0,realestate,3,1,"59.03468,9.99462"
164,"Huldreringen 9, Jessheim",260044344,https://www.finn.no/realestate/homes/ad.html?finnkode=260044344,4,60.16059,Jessheim / Sørholtet,11.18126,Enebolig,151.0,realestate,3,1,"60.16059,11.18126"
165,"Dalevegen 127, Brattvåg",253357357,https://www.finn.no/realestate/homes/ad.html?finnkode=253357357,4,62.5959,BRATTVÅG,6.4345,Leilighet,71.0,realestate,3,2,"62.5959,6.4345"
166,"Frostaveien 2 D, Trondheim",258320407,https://www.finn.no/realestate/homes/ad.html?finnkode=258320407,4,63.43597,Buran,10.42512,Leilighet,106.0,realestate,3,1,"63.43597,10.42512"
167,"Nedre Strandgate 9C, Ålesund",244332274,https://www.finn.no/realestate/homes/ad.html?finnkode=244332274,4,62.4705,Torghallen/Sentrum,6.15,Leilighet,197.0,realestate,3,1,"62.4705,6.15"
168,"Elisabeth Knutsens gate 23F, Haugesund",258872355,https://www.finn.no/realestate/homes/ad.html?finnkode=258872355,4,59.4118,,5.2776,Leilighet,77.0,realestate,3,1,"59.4118,5.2776"
169,"Øvre Bakklandet 62 B, Trondheim",258474177,https://www.finn.no/realestate/homes/ad.html?finnkode=258474177,4,63.42769,Bakklandet,10.40242,Leilighet,90.0,realestate,3,1,"63.42769,10.40242"
170,"Oppsalveien 34, Oslo",258340952,https://www.finn.no/realestate/homes/ad.html?finnkode=258340952,4,59.89257,Oppsal,10.83942,Leilighet,68.0,realestate,3,1,"59.89257,10.83942"
171,"Erik Munks veg 25, Skien",258101104,https://www.finn.no/realestate/homes/ad.html?finnkode=258101104,4,59.20581,Bratsberg,9.62635,Enebolig,134.0,realestate,3,1,"59.20581,9.62635"
172,"Kalvetangveien 89A + B, Husøysund",258082161,https://www.finn.no/realestate/homes/ad.html?finnkode=258082161,4,59.24473,KALVETANGEN / NØTTERØY,10.44613,Enebolig,741.0,realestate,3,1,"59.24473,10.44613"
173,"Mattias skytters vei 103, Nittedal",256254732,https://www.finn.no/realestate/homes/ad.html?finnkode=256254732,4,60.0465,MO,10.8803,Leilighet,62.0,realestate,3,1,"60.0465,10.8803"
174,"Idas vei 33, Oslo",255665354,https://www.finn.no/realestate/homes/ad.html?finnkode=255665354,4,59.9495,Gamle Stovner,10.945,Leilighet,104.0,realestate,3,1,"59.9495,10.945"
175,"NERMOGATA 28 B, Bjerka",249133869,https://www.finn.no/realestate/homes/ad.html?finnkode=249133869,4,66.15043,,13.83408,Enebolig,101.0,realestate,3,1,"66.15043,13.83408"
176,"Skåregata 212, Haugesund",254667646,https://www.finn.no/realestate/homes/ad.html?finnkode=254667646,4,59.4166,Haugesund Sentrum,5.2663,Leilighet,77.0,realestate,3,1,"59.4166,5.2663"
177,"Røysveien 3, Spydeberg",254075900,https://www.finn.no/realestate/homes/ad.html?finnkode=254075900,4,59.6046,,11.0778,Enebolig,118.0,realestate,3,1,"59.6046,11.0778"
178,"Tordenskjolds gate 7, Gjøvik",249572586,https://www.finn.no/realestate/homes/ad.html?finnkode=249572586,4,60.79807,MESTERGÅRDEN,10.69151,Leilighet,104.0,realestate,3,1,"60.79807,10.69151"
179,"Fløttmannsgata 2, Haugesund",223116064,https://www.finn.no/realestate/homes/ad.html?finnkode=223116064,4,59.41248,Risøy,5.26491,Leilighet,74.0,realestate,3,1,"59.41248,5.26491"
180,"Nordre Knappen 98A, Knarrevik",261185981,https://www.finn.no/realestate/homes/ad.html?finnkode=261185981,4,60.3866,,5.1524,Tomannsbolig,280.0,realestate,1,1,"60.3866,5.1524"
181,"Liavegen 3, Brandbu",260605026,https://www.finn.no/realestate/homes/ad.html?finnkode=260605026,4,60.415,Brandbu,10.5057,Enebolig,148.0,realestate,1,1,"60.415,10.5057"
182,"Munkerudåsen 23A, Oslo",261497459,https://www.finn.no/realestate/homes/ad.html?finnkode=261497459,6,59.85416,Nordstrand,10.80878,Enebolig,258.0,realestate,0,1,"59.85416,10.80878"
183,"Skauen 18, Saltnes",260041627,https://www.finn.no/realestate/homes/ad.html?finnkode=260041627,6,59.3036,Saltnes,10.7814,Enebolig,118.0,realestate,0,1,"59.3036,10.7814"
184,"Balsfjordgata 40, Tromsø",259636928,https://www.finn.no/realestate/homes/ad.html?finnkode=259636928,6,69.64127,,18.93746,Leilighet,112.0,realestate,0,1,"69.64127,18.93746"
185,"Minneveien 9, Moss",257887098,https://www.finn.no/realestate/homes/ad.html?finnkode=257887098,6,59.4398,Orkerød,10.6283,Tomannsbolig,292.0,realestate,0,1,"59.4398,10.6283"
186,"Parkveien 21B, Lier",258048725,https://www.finn.no/realestate/homes/ad.html?finnkode=258048725,6,59.75221,,10.22702,Leilighet,104.0,realestate,0,1,"59.75221,10.22702"
187,"Trondhjemsvegen 77, Gjøvik",226873887,https://www.finn.no/realestate/homes/ad.html?finnkode=226873887,6,60.80797,Gjøvik - Engelandsjordet,10.68254,Leilighet,63.0,realestate,0,1,"60.80797,10.68254"
188,"Elvavegen 1B, Øvre Årdal",252569882,https://www.finn.no/realestate/homes/ad.html?finnkode=252569882,6,61.31018,Øvre Årdal,7.81019,Rekkehus,126.0,realestate,0,1,"61.31018,7.81019"
189,"Storgata 11 B, Kirkenes",238261699,https://www.finn.no/realestate/homes/ad.html?finnkode=238261699,6,69.72544,Kirkenes,30.04337,Leilighet,74.0,realestate,0,2,"69.72544,30.04337"
190,"Gjennomgangen 12, Mo i Rana",257402386,https://www.finn.no/realestate/homes/ad.html?finnkode=257402386,3,66.31072,,14.13911,Leilighet,44.0,realestate,0,2,"66.31072,14.13911"
191,"Helgesens gate 24A, Oslo",261098669,https://www.finn.no/realestate/homes/ad.html?finnkode=261098669,6,59.92468,Sentralt på Grünerløkka,10.76073,Leilighet,52.0,realestate,0,2,"59.92468,10.76073"
192,"Sørkedalsveien 228, Oslo",258970255,https://www.finn.no/realestate/homes/ad.html?finnkode=258970255,4,59.9564,Røa/Bogstad,10.6424,Leilighet,73.0,realestate,0,1,"59.9564,10.6424"
193,"Persbråtan 21, Oslo",260444303,https://www.finn.no/realestate/homes/ad.html?finnkode=260444303,4,59.94456,Norde Huseby/Røa,10.65913,Leilighet,69.0,realestate,0,3,"59.94456,10.65913"
194,"VIGØRVEIEN 8, Hesseng",258802544,https://www.finn.no/realestate/homes/ad.html?finnkode=258802544,4,69.69067,Hesseng,29.98201,Leilighet,64.0,realestate,0,2,"69.69067,29.98201"
195,"Lonaneset 20/22, Lonevåg",252445105,https://www.finn.no/realestate/homes/ad.html?finnkode=252445105,4,60.5248,Lonevåg,5.49486,Enebolig,278.0,realestate,0,1,"60.5248,5.49486"
196,"Nedre Enggate 21, Kristiansund N",250226395,https://www.finn.no/realestate/homes/ad.html?finnkode=250226395,4,63.1118,,7.7293,Leilighet,67.0,realestate,0,2,"63.1118,7.7293"
197,"SUOMALUODDA 22, Kautokeino",234749293,https://www.finn.no/realestate/homes/ad.html?finnkode=234749293,4,68.99605,,23.03819,Enebolig,155.0,realestate,0,1,"68.99605,23.03819"
198,"GATE 2 75, Måløy",199717948,https://www.finn.no/realestate/homes/ad.html?finnkode=199717948,4,61.936,,5.11442,Leilighet,70.0,realestate,0,1,"61.936,5.11442"
199,"Hellebakkane 4, Lysekloster",261521722,https://www.finn.no/realestate/homes/ad.html?finnkode=261521722,6,60.21335,,5.3895,Enebolig,183.0,realestate,1,1,"60.21335,5.3895"
200,"Demma 15, Bodø",261464216,https://www.finn.no/realestate/homes/ad.html?finnkode=261464216,6,67.31212,Løpsmark,14.4524,Enebolig,185.0,realestate,1,1,"67.31212,14.4524"
201,"Lønneveien 29, Åsgårdstrand",261389997,https://www.finn.no/realestate/homes/ad.html?finnkode=261389997,6,59.347,NYHET!,10.4575,Enebolig,222.0,realestate,1,1,"59.347,10.4575"
202,"Grindhaugvegen 59B, Hjellestad",258960579,https://www.finn.no/realestate/homes/ad.html?finnkode=258960579,6,60.2591,,5.24859,Tomannsbolig,128.0,realestate,1,1,"60.2591,5.24859"
203,"Hanserabben 5A, Borgenhaugen",261363005,https://www.finn.no/realestate/homes/ad.html?finnkode=261363005,6,59.2624,,11.1351,Enebolig,114.0,realestate,1,1,"59.2624,11.1351"
204,"Festningsgata 52, Kristiansand S",261262899,https://www.finn.no/realestate/homes/ad.html?finnkode=261262899,6,58.1494,,7.99328,Leilighet,40.0,realestate,1,1,"58.1494,7.99328"
205,"Breimyra 162, Flaktveit",253092607,https://www.finn.no/realestate/homes/ad.html?finnkode=253092607,6,60.46244,Flaktveit,5.36232,Leilighet,62.0,realestate,1,2,"60.46244,5.36232"
206,"Furustubben 6, Grua",261218311,https://www.finn.no/realestate/homes/ad.html?finnkode=261218311,6,60.2559,,10.6544,Tomannsbolig,105.0,realestate,1,1,"60.2559,10.6544"
207,"Åsstubben 23, Oslo",261240447,https://www.finn.no/realestate/homes/ad.html?finnkode=261240447,6,59.92929,ULLERN / ÅSJORDET,10.64966,Leilighet,116.0,realestate,1,1,"59.92929,10.64966"
208,"Hamangskogen 73, Sandvika",261182094,https://www.finn.no/realestate/homes/ad.html?finnkode=261182094,6,59.89586,SANDVIKA - HAMANG,10.50921,Leilighet,91.0,realestate,1,1,"59.89586,10.50921"
209,"Olaf Bulls vei 74, Oslo",261174101,https://www.finn.no/realestate/homes/ad.html?finnkode=261174101,6,59.97029,Voksenskog,10.64216,Leilighet,97.0,realestate,1,1,"59.97029,10.64216"
210,"Tromsøgata 21, Oslo",260891100,https://www.finn.no/realestate/homes/ad.html?finnkode=260891100,6,59.9249,RODELØKKA,10.7729,Leilighet,71.0,realestate,1,1,"59.9249,10.7729"
211,"Grefsenkollveien 7A, Oslo",260644548,https://www.finn.no/realestate/homes/ad.html?finnkode=260644548,6,59.9508,Grefsen,10.796,Leilighet,58.0,realestate,1,2,"59.9508,10.796"
212,"Sørheimveien 43, Rørvik",260955890,https://www.finn.no/realestate/homes/ad.html?finnkode=260955890,6,64.90821,Lauvøya,11.28818,Enebolig,124.0,realestate,1,1,"64.90821,11.28818"
213,"Godthåpvegen 1B, Tromsø",260792315,https://www.finn.no/realestate/homes/ad.html?finnkode=260792315,6,69.6671,Guleng,18.9646,Tomannsbolig,83.0,realestate,1,1,"69.6671,18.9646"
214,"Vågsmyrgata 69, Stavanger",260906985,https://www.finn.no/realestate/homes/ad.html?finnkode=260906985,6,58.9188,Hinna,5.7235,Leilighet,81.0,realestate,1,2,"58.9188,5.7235"
215,"Skonhovdvegen 237, Hunndalen",260927727,https://www.finn.no/realestate/homes/ad.html?finnkode=260927727,6,60.7816,Gjøvik / Skonhovd,10.5687,Enebolig,174.0,realestate,1,1,"60.7816,10.5687"
216,"Balders vei 7, Arendal",260924702,https://www.finn.no/realestate/homes/ad.html?finnkode=260924702,6,58.47912,,8.7541,Enebolig,118.0,realestate,1,1,"58.47912,8.7541"
217,"Donevikveien 23, Hafrsfjord",260902290,https://www.finn.no/realestate/homes/ad.html?finnkode=260902290,6,58.9625,Nord Sunde / Kvernevik,5.6054,Enebolig,279.0,realestate,1,1,"58.9625,5.6054"
218,"Nedre Malthaug 4, Hafrsfjord",260882487,https://www.finn.no/realestate/homes/ad.html?finnkode=260882487,6,58.9588,,5.6196,Enebolig,153.0,realestate,1,1,"58.9588,5.6196"
219,"Leirfossvegen 43C, Trondheim",260743537,https://www.finn.no/realestate/homes/ad.html?finnkode=260743537,6,63.38899,FOSSEGRENDA,10.39435,Enebolig,146.0,realestate,1,1,"63.38899,10.39435"
220,"Grindstuveien 41, Rykkinn",258339514,https://www.finn.no/realestate/homes/ad.html?finnkode=258339514,6,59.9199,,10.4792,Enebolig,189.0,realestate,1,1,"59.9199,10.4792"
221,"Solveien 148A, Oslo",259145318,https://www.finn.no/realestate/homes/ad.html?finnkode=259145318,6,59.8538,NORDSTRAND,10.7863,Tomannsbolig,188.0,realestate,1,1,"59.8538,10.7863"
222,"Trollkleiva 14, Kristiansand S",254182417,https://www.finn.no/realestate/homes/ad.html?finnkode=254182417,6,58.1443,Søm,8.0663,Leilighet,99.0,realestate,1,1,"58.1443,8.0663"
223,"Bakkeli 6, Kløfta",258339377,https://www.finn.no/realestate/homes/ad.html?finnkode=258339377,6,60.0663,Bo godt på Kløfta!,11.1337,Leilighet,62.0,realestate,1,2,"60.0663,11.1337"
224,"Hamangskogen 69, Sandvika",260449747,https://www.finn.no/realestate/homes/ad.html?finnkode=260449747,6,59.8955,SANDVIKA / ØVRE HAMANG,10.5105,Leilighet,69.0,realestate,1,1,"59.8955,10.5105"
225,"Nebbejordet 5, Oslo",259348395,https://www.finn.no/realestate/homes/ad.html?finnkode=259348395,6,59.8434,Øvre Prinsdal/Hauketo,10.8121,Leilighet,67.0,realestate,1,2,"59.8434,10.8121"
226,"Grindbakken 26, Oslo",260522824,https://www.finn.no/realestate/homes/ad.html?finnkode=260522824,6,59.97007,,10.64665,Leilighet,91.0,realestate,1,2,"59.97007,10.64665"
227,"Akebakkeskogen 11 B, Oslo",260360587,https://www.finn.no/realestate/homes/ad.html?finnkode=260360587,6,59.95122,Idylliske Akebakkeskogen,10.79685,Leilighet,58.0,realestate,1,2,"59.95122,10.79685"
228,"Nedre Silkestrå 24, Oslo",260236505,https://www.finn.no/realestate/homes/ad.html?finnkode=260236505,6,59.92868,Skøyen/ Nedre Silkestrå,10.68307,Leilighet,91.0,realestate,1,2,"59.92868,10.68307"
229,"Bregnevegen 7, Kleppe",259800943,https://www.finn.no/realestate/homes/ad.html?finnkode=259800943,6,58.7863,Verdalen,5.6076,Enebolig,218.0,realestate,1,1,"58.7863,5.6076"
230,"Kirkegata 52 B, Trondheim",259741744,https://www.finn.no/realestate/homes/ad.html?finnkode=259741744,6,63.43501,Møllenberg,10.4168,Leilighet,39.0,realestate,1,1,"63.43501,10.4168"
231,"Vidars vei 1, Holmestrand",259758446,https://www.finn.no/realestate/homes/ad.html?finnkode=259758446,6,59.5046,Gullhaug,10.2464,Enebolig,234.0,realestate,1,1,"59.5046,10.2464"
232,"Arhaugvegen 16, Bølandet",259752575,https://www.finn.no/realestate/homes/ad.html?finnkode=259752575,6,62.3524,,5.7389,Enebolig,167.0,realestate,1,1,"62.3524,5.7389"
233,"Lunneveien 17, Dilling",259749808,https://www.finn.no/realestate/homes/ad.html?finnkode=259749808,6,59.37184,,10.66652,Enebolig,287.0,realestate,1,1,"59.37184,10.66652"
234,"Strupvegen 20C, Brumunddal",259747904,https://www.finn.no/realestate/homes/ad.html?finnkode=259747904,6,60.90524,#BRUMUNDDAL,10.96607,Rekkehus,50.0,realestate,1,2,"60.90524,10.96607"
235,"Arnstein Arnebergs vei 7, Oslo",259145361,https://www.finn.no/realestate/homes/ad.html?finnkode=259145361,6,59.9266,Madserud/Frognerparken,10.6957,Leilighet,45.0,realestate,1,1,"59.9266,10.6957"
236,"Vindalsåsen 20A, Skien",259604132,https://www.finn.no/realestate/homes/ad.html?finnkode=259604132,6,59.1857,Skien - Vindalsåsen,9.5856,Tomannsbolig,105.0,realestate,1,1,"59.1857,9.5856"
237,"Morkelveien 10B, Rasta",259231826,https://www.finn.no/realestate/homes/ad.html?finnkode=259231826,6,59.9138,Rasta|Vallerud,10.9349,Leilighet,66.0,realestate,1,2,"59.9138,10.9349"
238,"Kvernbakken 38, Trollåsen",259126787,https://www.finn.no/realestate/homes/ad.html?finnkode=259126787,6,59.80999,,10.77858,Enebolig,223.0,realestate,1,1,"59.80999,10.77858"
239,"Kråkefotveien 13D, Alta",258859982,https://www.finn.no/realestate/homes/ad.html?finnkode=258859982,6,69.9597,Kaiskuru,23.3863,Rekkehus,87.0,realestate,1,2,"69.9597,23.3863"
240,"Grytnesveien 15A, Sætre",258873975,https://www.finn.no/realestate/homes/ad.html?finnkode=258873975,6,59.6726,Asker/Sætre,10.5419,Enebolig,161.0,realestate,1,1,"59.6726,10.5419"
241,"Steinrøysa 13, Torp",254186345,https://www.finn.no/realestate/homes/ad.html?finnkode=254186345,6,59.23331,Torp - Fredrikstad,11.00587,Enebolig,171.0,realestate,1,1,"59.23331,11.00587"
242,"Prinsessealléen 19, Oslo",258752949,https://www.finn.no/realestate/homes/ad.html?finnkode=258752949,6,59.92525,SKØYEN/ CASINETTO,10.68813,Leilighet,97.0,realestate,1,2,"59.92525,10.68813"
243,"OLAF BULLS VEI 56, Oslo",258693277,https://www.finn.no/realestate/homes/ad.html?finnkode=258693277,6,59.9694,BOGSTAD/HOLMENKOLLEN,10.6429,Leilighet,81.0,realestate,1,1,"59.9694,10.6429"
244,"Jarlsborgveien 18B, Trondheim",258489749,https://www.finn.no/realestate/homes/ad.html?finnkode=258489749,6,63.44491,Lade,10.4294,Leilighet,172.0,realestate,1,1,"63.44491,10.4294"
245,"Fjordaveien 29B, Rypefjord",258076695,https://www.finn.no/realestate/homes/ad.html?finnkode=258076695,6,70.63646,,23.67849,Enebolig,203.0,realestate,1,1,"70.63646,23.67849"
246,"Skoleveien 24, Skibotn",256487473,https://www.finn.no/realestate/homes/ad.html?finnkode=256487473,6,69.3835,,20.2818,Enebolig,155.0,realestate,1,1,"69.3835,20.2818"
247,"Televeien 6, Setskog",250954018,https://www.finn.no/realestate/homes/ad.html?finnkode=250954018,6,59.82749,Setskog,11.72042,Enebolig,206.0,realestate,1,1,"59.82749,11.72042"
248,"Sarpollaringen 9, Lakselv",212181824,https://www.finn.no/realestate/homes/ad.html?finnkode=212181824,6,70.05881,Lakselv,24.9409,Enebolig,134.0,realestate,1,1,"70.05881,24.9409"
249,"Villaveien 22, Åna-Sira",218375059,https://www.finn.no/realestate/homes/ad.html?finnkode=218375059,6,58.2949,Åna-Sira,6.4385,Enebolig,144.0,realestate,1,1,"58.2949,6.4385"
251,"Eigelia 10, Farsund",211736377,https://www.finn.no/realestate/homes/ad.html?finnkode=211736377,6,58.18623,Åpta,6.80987,Enebolig,178.0,realestate,1,1,"58.18623,6.80987"
253,"Bærumsveien 197C, Bekkestua",261181364,https://www.finn.no/realestate/homes/ad.html?finnkode=261181364,2,59.91852,,10.58964,Tomannsbolig,175.0,realestate,5,1,"59.91852,10.58964"
